,Precinct Name,In Person,Absentee,Provisional,Totals,,Curbside,County
6,401 - NEWPORT,1281,0,0,1281,,7,PAGE COUNTY
7,501 - SHENANDOAH,1559,0,0,1559,,9,PAGE COUNTY
1,# Central Absentee,0,462,0,462,,0,PATRICK COUNTY
2,## Provisional,0,0,5,5,,0,PATRICK COUNTY
3,101 - ARARAT,385,0,0,385,,0,PATRICK COUNTY
4,102 - CLAUDVILLE,368,0,0,368,,0,PATRICK COUNTY
5,103 - WILLIS GAP,394,0,0,394,,0,PATRICK COUNTY
6,201 - DRY POND,239,0,0,239,,0,PATRICK COUNTY
7,202 - PATRICK SPRINGS,670,0,0,670,,0,PATRICK COUNTY
8,203 - RUSSELL CREEK,483,0,0,483,,0,PATRICK COUNTY
9,301 - CRITZ/STELLA,744,0,0,744,,0,PATRICK COUNTY
10,302 - LIBERTY,508,0,0,508,,1,PATRICK COUNTY
11,401 - MEADOWS OF DAN,536,0,0,536,,0,PATRICK COUNTY
12,402 - STUART FAIRGROUNDS,647,0,0,647,,0,PATRICK COUNTY
13,501 - STUART COMMUNITY,279,0,0,279,,0,PATRICK COUNTY
14,502 - ELAMSVILLE,437,0,0,437,,0,PATRICK COUNTY
15,503 - WOOLWINE,572,0,0,572,,1,PATRICK COUNTY
1,# Central Absentee,0,1388,0,1388,,13,PETERSBURG CITY
2,## Provisional,0,0,48,48,,0,PETERSBURG CITY
3,101 - FIRST WARD FIRST PRECINCT,929,0,0,929,,19,PETERSBURG CITY
4,201 - SECOND WARD FIRST PRECINCT,1683,0,0,1683,,35,PETERSBURG CITY
5,301 - THIRD WARD FIRST PRECINCT,1744,0,0,1744,,26,PETERSBURG CITY
6,401 - FOURTH WARD FIRST PRECINCT,1217,0,0,1217,,4,PETERSBURG CITY
7,501 - FIFTH WARD FIRST PRECINCT,1036,0,0,1036,,25,PETERSBURG CITY
8,601 - SIXTH WARD FIRST PRECINCT,980,0,0,980,,24,PETERSBURG CITY
9,701 - SEVENTH WARD FIRST PRECINCT,1348,0,0,1348,,27,PETERSBURG CITY
1,# Central Absentee,0,1399,0,1399,,11,PITTSYLVANIA COUNTY
2,## Provisional,0,0,19,19,,0,PITTSYLVANIA COUNTY
3,103 - TWIN SPRINGS,1948,0,0,1948,,5,PITTSYLVANIA COUNTY
4,105 - CHATHAM,733,0,0,733,,3,PITTSYLVANIA COUNTY
5,106 - TUNSTALL,806,0,0,806,,3,PITTSYLVANIA COUNTY
6,108 - WEST BLAIRS,492,0,0,492,,2,PITTSYLVANIA COUNTY
7,201 - CALLANDS,692,0,0,692,,2,PITTSYLVANIA COUNTY
8,202- BEARSKIN,218,0,0,218,,3,PITTSYLVANIA COUNTY
9,204 - SANDY LEVEL,482,0,0,482,,2,PITTSYLVANIA COUNTY
10,206 - CLIMAX,534,0,0,534,,3,PITTSYLVANIA COUNTY
11,207 - GRETNA,1275,0,0,1275,,4,PITTSYLVANIA COUNTY
12,301 - CENTRAL,626,0,0,626,,3,PITTSYLVANIA COUNTY
13,305 - RICEVILLE,635,0,0,635,,7,PITTSYLVANIA COUNTY
14,307 - EAST BLAIRS,823,0,0,823,,23,PITTSYLVANIA COUNTY
15,308 - MT AIRY,349,0,0,349,,1,PITTSYLVANIA COUNTY
16,309 - EAST GRETNA,396,0,0,396,,0,PITTSYLVANIA COUNTY
17,402 - KEELING,757,0,0,757,,0,PITTSYLVANIA COUNTY
18,404 - KENTUCK,1387,0,0,1387,,13,PITTSYLVANIA COUNTY
19,405 - RINGGOLD,1475,0,0,1475,,6,PITTSYLVANIA COUNTY
20,501 - HURT,1149,0,0,1149,,8,PITTSYLVANIA COUNTY
21,502 - MOTLEY SYCAMORE,1209,0,0,1209,,0,PITTSYLVANIA COUNTY
22,503 - RENAN,670,0,0,670,,3,PITTSYLVANIA COUNTY
23,603 - STONY MILL,924,0,0,924,,0,PITTSYLVANIA COUNTY
24,604 - SWANSONVILLE,761,0,0,761,,4,PITTSYLVANIA COUNTY
25,605 - WHITMELL,767,0,0,767,,8,PITTSYLVANIA COUNTY
26,606 - BROSVILLE,740,0,0,740,,13,PITTSYLVANIA COUNTY
27,607 - DRY FORK,350,0,0,350,,1,PITTSYLVANIA COUNTY
28,702 - BACHELORS HALL,1105,0,0,1105,,5,PITTSYLVANIA COUNTY
29,703 - FERRY ROAD,235,0,0,235,,1,PITTSYLVANIA COUNTY
30,704 - MT HERMON,1691,0,0,1691,,0,PITTSYLVANIA COUNTY
31,705 - MT CROSS,746,0,0,746,,0,PITTSYLVANIA COUNTY
1,# Central Absentee,0,601,0,601,,1,POQUOSON CITY
2,## Provisional,0,0,9,9,,0,POQUOSON CITY
3,001 - CENTRAL,1692,0,0,1692,,8,POQUOSON CITY
4,002 - EASTERN,1812,0,0,1812,,15,POQUOSON CITY
5,003 - WESTERN,1907,0,0,1907,,14,POQUOSON CITY
1,# Central Absentee,0,1962,0,1962,,0,PORTSMOUTH CITY
2,## Provisional,0,0,193,193,,0,PORTSMOUTH CITY
3,001 - EMANUEL A. M. E. CHURCH ,1214,0,0,1214,,8,PORTSMOUTH CITY
4,005 - HAMPTON ROADS COMMUNITY HEALTH CENTER,666,0,0,666,,9,PORTSMOUTH CITY
5,007- PARK VIEW ELEMENTARY SCHOOL,737,0,0,737,,6,PORTSMOUTH CITY
6,009 - THIRD BAPTIST CHURCH,1032,0,0,1032,,34,PORTSMOUTH CITY
7,010 - PORT NORFOLK RECREATION CENTER,589,0,0,589,,0,PORTSMOUTH CITY
8,011 - MT. HERMON VILLAGE,734,0,0,734,,10,PORTSMOUTH CITY
9,013 - ST. MARK MISSIONARY BAPTIST CHURCH,482,0,0,482,,9,PORTSMOUTH CITY
10,014 - BRIGHTON ELEMENTARY SCHOOL,840,0,0,840,,22,PORTSMOUTH CITY
11,016 - CRADOCK MIDDLE SCHOOL,828,0,0,828,,2,PORTSMOUTH CITY
12,017 - VICTORY LIFE FELLOWSHIP,977,0,0,977,,20,PORTSMOUTH CITY
13,019 - FAIRVIEW HEIGHTS BAPTIST CHURCH,575,0,0,575,,8,PORTSMOUTH CITY
14,020 - NOBLE STREET BAPTIST CHURCH,836,0,0,836,,17,PORTSMOUTH CITY
15,021 - JOHN F. KENNEDY COMMUNITY CENTER,602,0,0,602,,14,PORTSMOUTH CITY
16,022 - ST. MARK DELIVERANCE CENTER,838,0,0,838,,4,PORTSMOUTH CITY
17,023 - WESTHAVEN BAPTIST CHURCH,884,0,0,884,,4,PORTSMOUTH CITY
18,024 - WILLETT HALL,775,0,0,775,,12,PORTSMOUTH CITY
19,025 - JOHN TYLER ELEMENTARY SCHOOL ,1019,0,0,1019,,9,PORTSMOUTH CITY
20,026 - WILLIAM E. WATERS MIDDLE SCHOOL,1076,0,0,1076,,85,PORTSMOUTH CITY
21,027 - CAVALIER MANOR RECREATION CENTER,1025,0,0,1025,,30,PORTSMOUTH CITY
22,028 - LAKEVIEW ELEMENTARY SCHOOL,1497,0,0,1497,,65,PORTSMOUTH CITY
23,029 - SAINT ANDREW'S UNITED METHODIST CHURCH,709,0,0,709,,0,PORTSMOUTH CITY
24,030 - THE RESCUE CHURCH,816,0,0,816,,2,PORTSMOUTH CITY
25,031 - WEST PARK CHURCH OF CHRIST ,1364,0,0,1364,,8,PORTSMOUTH CITY
26,032 - HODGES MANOR ELEMENTARY SCHOOL ,861,0,0,861,,11,PORTSMOUTH CITY
27,033- PINECREST BAPTIST CHURCH,704,0,0,704,,4,PORTSMOUTH CITY
28,034- CHURCHLAND BRANCH LIBRARY,1052,0,0,1052,,11,PORTSMOUTH CITY
29,035 - CHURCHLAND ELEMENTARY SCHOOL,1235,0,0,1235,,7,PORTSMOUTH CITY
30,036 - SCOTTISH RITE TEMPLE,2211,0,0,2211,,30,PORTSMOUTH CITY
31,037 - CHURCHLAND MIDDLE SCHOOL,1651,0,0,1651,,8,PORTSMOUTH CITY
32,038 - GROVE BAPTIST CHURCH,1685,0,0,1685,,33,PORTSMOUTH CITY
33,039 - CHURCHLAND PRIMARY AND INTERMEDIATE SCHOOL,1959,0,0,1959,,51,PORTSMOUTH CITY
1,# Central Absentee,0,1139,0,1139,,22,POWHATAN COUNTY
2,## Provisional,0,0,7,7,,0,POWHATAN COUNTY
3,101 - SUBLETTS,1568,0,0,1568,,0,POWHATAN COUNTY
4,102 - MANAKIN,1197,0,0,1197,,5,POWHATAN COUNTY
5,103 - FLAT ROCK,869,0,0,869,,0,POWHATAN COUNTY
6,201 - POWHATAN STATION,1198,0,0,1198,,7,POWHATAN COUNTY
7,202 - GRACELAND,1600,0,0,1600,,3,POWHATAN COUNTY
8,301 - BETHESDA,1302,0,0,1302,,1,POWHATAN COUNTY
9,302 - LEE'S LANDING,1087,0,0,1087,,2,POWHATAN COUNTY
10,401 - POWHATAN COURTHOUSE,1996,0,0,1996,,1,POWHATAN COUNTY
11,402 - MT ZION ,740,0,0,740,,2,POWHATAN COUNTY
12,501 - SMITH CROSS ROADS,1136,0,0,1136,,0,POWHATAN COUNTY
13,502 - PINEVILLE,665,0,0,665,,2,POWHATAN COUNTY
14,503 - TOBACCOVILLE,529,0,0,529,,0,POWHATAN COUNTY
1,# Central Absentee,3,448,0,451,,6,PRINCE EDWARD COUNTY
2,## Provisional,0,0,3,3,,0,PRINCE EDWARD COUNTY
3,101 - FARMVILLE,872,0,0,872,,5,PRINCE EDWARD COUNTY
4,201 - LOCKETT,1068,0,0,1068,,5,PRINCE EDWARD COUNTY
5,301 - LEIGH,656,0,0,656,,3,PRINCE EDWARD COUNTY
6,302 - MT PLEASANT,347,0,0,347,,10,PRINCE EDWARD COUNTY
7,401 - HAMPDEN,701,0,0,701,,0,PRINCE EDWARD COUNTY
8,501 - DARLINGTON HTS,520,0,0,520,,2,PRINCE EDWARD COUNTY
9,502 - BUFFALO HTS,310,0,0,310,,1,PRINCE EDWARD COUNTY
10,601 - PROSPECT,977,0,0,977,,17,PRINCE EDWARD COUNTY
11,701 - WEST END,773,0,0,773,,2,PRINCE EDWARD COUNTY
12,801 - CENTER,441,0,0,441,,3,PRINCE EDWARD COUNTY
1,# Central Absentee,0,1111,0,1111,,0,PRINCE GEORGE COUNTY
2,## Provisional,0,0,7,7,,0,PRINCE GEORGE COUNTY
3,101 - RICHARD BLAND,827,0,0,827,,0,PRINCE GEORGE COUNTY
4,102 - TEMPLETON,1985,0,0,1985,,10,PRINCE GEORGE COUNTY
5,103 - UNION BRANCH,1275,0,0,1275,,8,PRINCE GEORGE COUNTY
6,104 - RIVES,865,0,0,865,,4,PRINCE GEORGE COUNTY
7,105 - HARRISON,453,0,0,453,,0,PRINCE GEORGE COUNTY
8,201 - BLAND,1813,0,0,1813,,12,PRINCE GEORGE COUNTY
9,202 - BLACK WATER,1273,0,0,1273,,5,PRINCE GEORGE COUNTY
10,203 - BRANDON,525,0,0,525,,0,PRINCE GEORGE COUNTY
11,204 - COURTS BLDG,1606,0,0,1606,,6,PRINCE GEORGE COUNTY
12,205 - JEFFERSON PARK,1059,0,0,1059,,1,PRINCE GEORGE COUNTY
1,# Central Absentee,5,24191,0,24196,,439,PRINCE WILLIAM COUNTY
2,## Provisional,0,0,0,0,,0,PRINCE WILLIAM COUNTY
3,101 - BRENTSVILLE,1542,0,0,1542,,1,PRINCE WILLIAM COUNTY
4,102 - CEDAR POINT,2265,0,0,2265,,7,PRINCE WILLIAM COUNTY
5,103 - GLENKIRK,1656,0,0,1656,,3,PRINCE WILLIAM COUNTY
6,104 - NOKESVILLE,1821,0,0,1821,,9,PRINCE WILLIAM COUNTY
7,105 - LIMESTONE,2319,0,0,2319,,7,PRINCE WILLIAM COUNTY
8,106 - WESTGATE,1088,0,0,1088,,16,PRINCE WILLIAM COUNTY
9,107 - MARSTELLER,2368,0,0,2368,,33,PRINCE WILLIAM COUNTY
10,108 - VICTORY,2274,0,0,2274,,0,PRINCE WILLIAM COUNTY
11,109 - PINEY BRANCH,1792,0,0,1792,,0,PRINCE WILLIAM COUNTY
12,110 - BUCKLAND MILLS,1470,0,0,1470,,7,PRINCE WILLIAM COUNTY
13,111 - BRISTOW RUN,2370,0,0,2370,,25,PRINCE WILLIAM COUNTY
14,112 - BURKE-NICKENS,2071,0,0,2071,,5,PRINCE WILLIAM COUNTY
15,201 - SAUNDERS,1340,0,0,1340,,2,PRINCE WILLIAM COUNTY
16,202 - MARSHALL,1822,0,0,1822,,5,PRINCE WILLIAM COUNTY
17,203 - BENNETT,1920,0,0,1920,,8,PRINCE WILLIAM COUNTY
18,204 - ELLIS,1418,0,0,1418,,4,PRINCE WILLIAM COUNTY
19,205 - BUCKHALL,1888,0,0,1888,,2,PRINCE WILLIAM COUNTY
20,206 - COLES,1444,0,0,1444,,3,PRINCE WILLIAM COUNTY
21,207 - SPRIGGS,2096,0,0,2096,,12,PRINCE WILLIAM COUNTY
22,208 - HYLTON,1332,0,0,1332,,6,PRINCE WILLIAM COUNTY
23,209 - INDEPENDENT HILL,1232,0,0,1232,,3,PRINCE WILLIAM COUNTY
24,210 - PENN,1613,0,0,1613,,2,PRINCE WILLIAM COUNTY
25,211 - SIGNAL HILL,1600,0,0,1600,,0,PRINCE WILLIAM COUNTY
26,212 - YORKSHIRE,2145,0,0,2145,,3,PRINCE WILLIAM COUNTY
27,213 - SARATOGA,1042,0,0,1042,,6,PRINCE WILLIAM COUNTY
28,214 - LUCASVILLE,1063,0,0,1063,,1,PRINCE WILLIAM COUNTY
29,215 - ROSA PARKS,1367,0,0,1367,,0,PRINCE WILLIAM COUNTY
30,301 - DUMFRIES,1190,0,0,1190,,3,PRINCE WILLIAM COUNTY
31,302 - POTOMAC,2245,0,0,2245,,19,PRINCE WILLIAM COUNTY
32,303 - GRAHAM PARK,906,0,0,906,,10,PRINCE WILLIAM COUNTY
33,304 - QUANTICO,256,0,0,256,,0,PRINCE WILLIAM COUNTY
34,305 - PATTIE,1598,0,0,1598,,6,PRINCE WILLIAM COUNTY
35,306 - WASHINGTON-REID,1741,0,0,1741,,50,PRINCE WILLIAM COUNTY
36,307 - HENDERSON,1497,0,0,1497,,0,PRINCE WILLIAM COUNTY
37,308 - MONTCLAIR,1034,0,0,1034,,3,PRINCE WILLIAM COUNTY
38,309 - ASHLAND ,1220,0,0,1220,,2,PRINCE WILLIAM COUNTY
39,310 - FOREST PARK,1435,0,0,1435,,7,PRINCE WILLIAM COUNTY
40,311 - SWANS CREEK,2256,0,0,2256,,13,PRINCE WILLIAM COUNTY
41,312 - TRIANGLE ,1605,0,0,1605,,0,PRINCE WILLIAM COUNTY
42,313 - CARDINAL,1257,0,0,1257,,8,PRINCE WILLIAM COUNTY
43,314 - CABIN BRANCH,1273,0,0,1273,,5,PRINCE WILLIAM COUNTY
44,401 - EVERGREEN,1715,0,0,1715,,6,PRINCE WILLIAM COUNTY
45,402 - BATTLEFIELD,1840,0,0,1840,,2,PRINCE WILLIAM COUNTY
46,403 - BULL RUN,1448,0,0,1448,,7,PRINCE WILLIAM COUNTY
47,404 - BEN LOMOND,1359,0,0,1359,,5,PRINCE WILLIAM COUNTY
48,405 - STONEWALL,1761,0,0,1761,,1,PRINCE WILLIAM COUNTY
49,406 - ALVEY,783,0,0,783,,8,PRINCE WILLIAM COUNTY
50,407 - HERITAGE HUNT,1987,0,0,1987,,65,PRINCE WILLIAM COUNTY
51,408 - SUDLEY,1071,0,0,1071,,5,PRINCE WILLIAM COUNTY
52,409 - TYLER,1819,0,0,1819,,1,PRINCE WILLIAM COUNTY
53,410 - MOUNTAIN VIEW,1919,0,0,1919,,3,PRINCE WILLIAM COUNTY
54,411 - MULLEN,1422,0,0,1422,,12,PRINCE WILLIAM COUNTY
55,412 - CATHARPIN,1188,0,0,1188,,5,PRINCE WILLIAM COUNTY
56,413 - REAGAN,2171,0,0,2171,,3,PRINCE WILLIAM COUNTY
57,501 - LAKE RIDGE,1515,0,0,1515,,0,PRINCE WILLIAM COUNTY
58,502 - OCCOQUAN,1081,0,0,1081,,14,PRINCE WILLIAM COUNTY
59,503 - OLD BRIDGE,1270,0,0,1270,,7,PRINCE WILLIAM COUNTY
60,504 - ROCKLEDGE,1158,0,0,1158,,0,PRINCE WILLIAM COUNTY
61,505 - MOHICAN,1634,0,0,1634,,7,PRINCE WILLIAM COUNTY
62,506 - BETHEL,1954,0,0,1954,,23,PRINCE WILLIAM COUNTY
63,507 - CHINN,1444,0,0,1444,,5,PRINCE WILLIAM COUNTY
64,508 - SPRINGWOODS,1109,0,0,1109,,0,PRINCE WILLIAM COUNTY
65,509 - MC COART,1812,0,0,1812,,102,PRINCE WILLIAM COUNTY
66,510 - YATES FORD,1175,0,0,1175,,1,PRINCE WILLIAM COUNTY
67,511 - WESTRIDGE,1779,0,0,1779,,3,PRINCE WILLIAM COUNTY
68,512 - YORK,1572,0,0,1572,,2,PRINCE WILLIAM COUNTY
69,513 - LYNNWOOD,1592,0,0,1592,,5,PRINCE WILLIAM COUNTY
70,514 - ANTIETAM,1769,0,0,1769,,5,PRINCE WILLIAM COUNTY
71,601 - DALE,1287,0,0,1287,,8,PRINCE WILLIAM COUNTY
72,602 - BEVILLE,2018,0,0,2018,,4,PRINCE WILLIAM COUNTY
73,603 - HAMPTON,1105,0,0,1105,,4,PRINCE WILLIAM COUNTY
74,604 - GIDEON,1290,0,0,1290,,24,PRINCE WILLIAM COUNTY
75,605 - MINNIEVILLE,1341,0,0,1341,,5,PRINCE WILLIAM COUNTY
76,606 - BEL AIR,1331,0,0,1331,,5,PRINCE WILLIAM COUNTY
77,607 - KERRYDALE,1619,0,0,1619,,11,PRINCE WILLIAM COUNTY
78,608 - ENTERPRISE,1390,0,0,1390,,4,PRINCE WILLIAM COUNTY
79,609 - KING,1831,0,0,1831,,0,PRINCE WILLIAM COUNTY
80,610 - FITZGERALD,1626,0,0,1626,,2,PRINCE WILLIAM COUNTY
81,611 - NEABSCO,1128,0,0,1128,,4,PRINCE WILLIAM COUNTY
82,701 - BELMONT,1544,0,0,1544,,21,PRINCE WILLIAM COUNTY
83,702 - LIBRARY,1570,0,0,1570,,0,PRINCE WILLIAM COUNTY
84,703 - LYNN,868,0,0,868,,4,PRINCE WILLIAM COUNTY
85,704 - PORTER,1372,0,0,1372,,2,PRINCE WILLIAM COUNTY
86,705 - POTOMAC VIEW,987,0,0,987,,8,PRINCE WILLIAM COUNTY
87,706 - RIPPON,1615,0,0,1615,,0,PRINCE WILLIAM COUNTY
88,707 - KILBY,1219,0,0,1219,,3,PRINCE WILLIAM COUNTY
89,708 - RIVER OAKS,1622,0,0,1622,,2,PRINCE WILLIAM COUNTY
90,709 - FREEDOM,1633,0,0,1633,,1,PRINCE WILLIAM COUNTY
91,710 - POWELLS CREEK,1363,0,0,1363,,0,PRINCE WILLIAM COUNTY
92,711 - GRAYSON,1537,0,0,1537,,0,PRINCE WILLIAM COUNTY
93,712 - LEESYLVANIA,1582,0,0,1582,,4,PRINCE WILLIAM COUNTY
1,# Central Absentee,0,705,0,705,,5,PULASKI COUNTY
2,## Provisional,0,0,28,28,,0,PULASKI COUNTY
3,101 - BELSPRING,490,0,0,490,,1,PULASKI COUNTY
4,102 - NEW RIVER,1501,0,0,1501,,12,PULASKI COUNTY
5,103 - WEST CLOYD,767,0,0,767,,1,PULASKI COUNTY
6,201 - DRAPER,883,0,0,883,,3,PULASKI COUNTY
7,202 - SOUTH PULASKI,172,0,0,172,,3,PULASKI COUNTY
8,203 - NEWBERN,1359,0,0,1359,,5,PULASKI COUNTY
9,301 - DUBLIN,1245,0,0,1245,,7,PULASKI COUNTY
10,302 - HIWASSEE,281,0,0,281,,0,PULASKI COUNTY
11,304 - SNOWVILLE,739,0,0,739,,2,PULASKI COUNTY
12,401 - MASSIE,1668,0,0,1668,,14,PULASKI COUNTY
13,402 - WALKER,562,0,0,562,,2,PULASKI COUNTY
14,501 - ROBINSON,1770,0,0,1770,,20,PULASKI COUNTY
1,# Central Absentee,0,298,0,298,,0,RADFORD CITY
2,## Provisional,0,0,5,5,,0,RADFORD CITY
3,001 - EAST PRECINCT,2095,0,0,2095,,4,RADFORD CITY
4,002 - CENTRAL PRECINCT,1331,0,0,1331,,6,RADFORD CITY
5,003 - WEST PRECINCT,1382,0,0,1382,,5,RADFORD CITY
1,# Central Absentee,0,442,0,442,,0,RAPPAHANNOCK COUNTY
2,## Provisional,0,0,9,9,,0,RAPPAHANNOCK COUNTY
3,101 - WASHINGTON,733,0,0,733,,0,RAPPAHANNOCK COUNTY
4,201 - AMISSVILLE,713,0,0,713,,0,RAPPAHANNOCK COUNTY
5,301 - SPERRYVILLE,663,0,0,663,,0,RAPPAHANNOCK COUNTY
6,401 - SCRABBLE,618,0,0,618,,0,RAPPAHANNOCK COUNTY
7,501 - CHESTER GAP,330,0,0,330,,0,RAPPAHANNOCK COUNTY
8,502 - FLINT HILL,401,0,0,401,,0,RAPPAHANNOCK COUNTY
1,# Central Absentee,0,4897,0,4897,,20,RICHMOND CITY
2,## Provisional,0,0,367,367,,0,RICHMOND CITY
3,101 - ONE HUNDRED ONE,831,0,0,831,,0,RICHMOND CITY
4,102 - ONE HUNDRED TWO,911,0,0,911,,5,RICHMOND CITY
5,104 - ONE HUNDRED FOUR,1372,0,0,1372,,2,RICHMOND CITY
6,105 - ONE HUNDRED FIVE,1310,0,0,1310,,0,RICHMOND CITY
7,106 - ONE HUNDRED SIX,1411,0,0,1411,,3,RICHMOND CITY
8,111 - ONE HUNDRED ELEVEN,1192,0,0,1192,,4,RICHMOND CITY
9,112 - ONE HUNDRED TWELVE,1073,0,0,1073,,0,RICHMOND CITY
10,113 - ONE HUNDRED THIRTEEN,1565,0,0,1565,,1,RICHMOND CITY
11,114 - ONE HUNDRED FOURTEEN,2007,0,0,2007,,1,RICHMOND CITY
12,115 - ONE HUNDRED FIFTEEN,1042,0,0,1042,,2,RICHMOND CITY
13,203 - TWO HUNDRED THREE,2035,0,0,2035,,4,RICHMOND CITY
14,204 - TWO HUNDRED FOUR,1663,0,0,1663,,4,RICHMOND CITY
15,206 - TWO HUNDRED SIX,981,0,0,981,,0,RICHMOND CITY
16,207 - TWO HUNDRED SEVEN,1776,0,0,1776,,1,RICHMOND CITY
17,208 - TWO HUNDRED EIGHT,1545,0,0,1545,,3,RICHMOND CITY
18,213 - TWO HUNDRED THIRTEEN,2160,0,0,2160,,5,RICHMOND CITY
19,214 - TWO HUNDRED FOURTEEN,1867,0,0,1867,,0,RICHMOND CITY
20,301 - THREE HUNDRED ONE,643,0,0,643,,19,RICHMOND CITY
21,302 - THREE HUNDRED TWO,854,0,0,854,,8,RICHMOND CITY
22,303 - THREE HUNDRED THREE,758,0,0,758,,10,RICHMOND CITY
23,304 - THREE HUNDRED FOUR,1077,0,0,1077,,22,RICHMOND CITY
24,305 - THREE HUNDRED FIVE,1117,0,0,1117,,7,RICHMOND CITY
25,306 - THREE HUNDRED SIX,870,0,0,870,,13,RICHMOND CITY
26,307 - THREE HUNDRED SEVEN,1182,0,0,1182,,6,RICHMOND CITY
27,308 - THREE HUNDRED EIGHT,1244,0,0,1244,,5,RICHMOND CITY
28,309 - THREE HUNDRED NINE,872,0,0,872,,2,RICHMOND CITY
29,310 - THREE HUNDRED TEN,317,0,0,317,,0,RICHMOND CITY
30,402 - FOUR HUNDRED TWO,2144,0,0,2144,,6,RICHMOND CITY
31,404 - FOUR HUNDRED FOUR,1787,0,0,1787,,7,RICHMOND CITY
32,409 - FOUR HUNDRED NINE,2642,0,0,2642,,43,RICHMOND CITY
33,410 - FOUR HUNDRED TEN,1371,0,0,1371,,22,RICHMOND CITY
34,412 - FOUR HUNDRED TWELVE,1303,0,0,1303,,2,RICHMOND CITY
35,413 - FOUR HUNDRED THIRTEEN,1379,0,0,1379,,9,RICHMOND CITY
36,414 - FOUR HUNDRED FOURTEEN,1497,0,0,1497,,1,RICHMOND CITY
37,501 - FIVE HUNDRED ONE,1758,0,0,1758,,28,RICHMOND CITY
38,503 - FIVE HUNDRED THREE,1661,0,0,1661,,21,RICHMOND CITY
39,504 - FIVE HUNDRED FOUR,2166,0,0,2166,,8,RICHMOND CITY
40,505 - FIVE HUNDRED FIVE,1427,0,0,1427,,1,RICHMOND CITY
41,508 - FIVE HUNDRED EIGHT,885,0,0,885,,5,RICHMOND CITY
42,509 - FIVE HUNDRED NINE,1006,0,0,1006,,17,RICHMOND CITY
43,510 - FIVE HUNDRED TEN,1303,0,0,1303,,7,RICHMOND CITY
44,602 - SIX HUNDRED TWO,571,0,0,571,,19,RICHMOND CITY
45,603 - SIX HUNDRED THREE,1034,0,0,1034,,11,RICHMOND CITY
46,604 - SIX HUNDRED FOUR,733,0,0,733,,38,RICHMOND CITY
47,606 - SIX HUNDRED SIX,1182,0,0,1182,,10,RICHMOND CITY
48,607 - SIX HUNDRED SEVEN,1380,0,0,1380,,0,RICHMOND CITY
49,609 - SIX HUNDRED NINE,1701,0,0,1701,,9,RICHMOND CITY
50,610 - SIX HUNDRED TEN,667,0,0,667,,36,RICHMOND CITY
51,701 - SEVEN HUNDRED ONE,748,0,0,748,,17,RICHMOND CITY
52,702 - SEVEN HUNDRED TWO,849,0,0,849,,15,RICHMOND CITY
53,703 - SEVEN HUNDRED THREE,1059,0,0,1059,,15,RICHMOND CITY
54,705 - SEVEN HUNDRED FIVE,1014,0,0,1014,,16,RICHMOND CITY
55,706 - SEVEN HUNDRED SIX,1563,0,0,1563,,26,RICHMOND CITY
56,707 - SEVEN HUNDRED SEVEN,2208,0,0,2208,,5,RICHMOND CITY
57,708 - SEVEN HUNDRED EIGHT,1888,0,0,1888,,2,RICHMOND CITY
58,802 - EIGHT HUNDRED TWO,812,0,0,812,,7,RICHMOND CITY
59,806 - EIGHT HUNDRED SIX,1050,0,0,1050,,18,RICHMOND CITY
60,810 - EIGHT HUNDRED TEN,893,0,0,893,,10,RICHMOND CITY
61,811 - EIGHT HUNDRED ELEVEN,974,0,0,974,,3,RICHMOND CITY
62,812 - EIGHT HUNDRED TWELVE,1487,0,0,1487,,24,RICHMOND CITY
63,814 - EIGHT HUNDRED FOURTEEN,806,0,0,806,,13,RICHMOND CITY
64,902 - NINE HUNDRED TWO,430,0,0,430,,2,RICHMOND CITY
65,903 - NINE HUNDRED THREE,1135,0,0,1135,,16,RICHMOND CITY
66,908 - NINE HUNDRED EIGHT,1097,0,0,1097,,15,RICHMOND CITY
67,909 - NINE HUNDRED NINE,1256,0,0,1256,,14,RICHMOND CITY
68,910 - NINE HUNDRED TEN,1049,0,0,1049,,8,RICHMOND CITY
69,911 - NINE HUNDRED ELEVEN,1061,0,0,1061,,8,RICHMOND CITY
1,# Central Absentee,0,170,0,170,,0,RICHMOND COUNTY
2,## Provisional,0,0,4,4,,0,RICHMOND COUNTY
3,101 - PRECINCT 1-1,580,0,0,580,,4,RICHMOND COUNTY
4,201 - PRECINCT 2-1,546,0,0,546,,0,RICHMOND COUNTY
5,301 - PRECINCT 3-1,507,0,0,507,,4,RICHMOND COUNTY
6,401 - PRECINCT 4-1,566,0,0,566,,3,RICHMOND COUNTY
7,501 - PRECINCT 5-1,546,0,0,546,,0,RICHMOND COUNTY
1,# Central Absentee,0,2237,0,2237,,20,ROANOKE CITY
2,## Provisional,0,0,110,110,,0,ROANOKE CITY
3,001 -Peters Creek,1337,0,0,1337,,62,ROANOKE CITY
4,002 - Grandview,1365,0,0,1365,,46,ROANOKE CITY
5,003 -Preston Park,1417,0,0,1417,,24,ROANOKE CITY
6,004 - Williamson Road,1231,0,0,1231,,14,ROANOKE CITY
7,005 - East Gate,1302,0,0,1302,,24,ROANOKE CITY
8,006 - Hollins Road,1220,0,0,1220,,20,ROANOKE CITY
9,007 - Southeast,917,0,0,917,,19,ROANOKE CITY
10,008 - Lincoln Terrace,925,0,0,925,,91,ROANOKE CITY
